Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
16 12 -8.550102 0.0 -100.647 13.7662 -165.48 387.643 -2573.84 385.484 -2633.64 0.0 385.484 -2633.64 6.63813 -100.647 -2342.1646 4.53031 4.53031
16 13 -8.550102 0.0 -100.647 13.7662 -165.48 387.643 -2573.84 385.484 -2633.64 0.0 385.484 -2633.64 6.63813 -100.647 -2342.1646 4.53031 4.53031
16 14 -8.550102 0.0 -100.647 13.7662 -165.48 387.643 -2573.84 385.484 -2633.64 0.0 385.484 -2633.64 6.63813 -100.647 -2342.1646 4.53031 4.53031
16 15 -8.550102 0.0 -100.647 13.7662 -165.48 387.643 -2573.84 385.484 -2633.64 0.0 385.484 -2633.64 6.63813 -100.647 -2342.1646 4.53031 4.53031
17 0 -7.361455 0.0 -65.0764 13.5623 -157.257 387.643 -2573.84 387.481 -2664.38 0.0 387.481 -2664.38 -9.95493 -65.0764 -2351.9302 0.299341 0.299341
17 1 -7.361455 0.0 -65.0764 13.5623 -157.257 387.643 -2573.84 387.481 -2664.38 0.0 387.481 -2664.38 -9.95493 -65.0764 -2351.9302 0.299341 0.299341
17 2 -7.361455 0.0 -65.0764 13.5623 -157.257 387.643 -2573.84 387.481 -2664.38 0.0 387.481 -2664.38 -9.95493 -65.0764 -2351.9302 0.299341 0.299341
17 3 -7.361455 0.0 -65.0764 13.5623 -157.257 387.643 -2573.84 387.481 -2664.38 0.0 387.481 -2664.38 -9.95493 -65.0764 -2351.9302 0.299341 0.299341
17 4 -7.44605 0.0 -67.5179 13.5502 -160.224 387.643 -2573.84 387.459 -2664.94 0.0 387.459 -2664.94 -5.19617 -67.5179 -2350.195 1.15012 1.15012
17 5 -7.5255523 0.0 -69.7366 13.5595 -160.75 387.643 -2573.84 387.426 -2663.27 0.0 387.426 -2663.27 -4.03074 -69.7366 -2349.6113 1.12606 1.12606
17 6 -7.5255523 0.0 -69.7366 13.5595 -160.75 387.643 -2573.84 387.426 -2663.27 0.0 387.426 -2663.27 -4.03074 -69.7366 -2349.6113 1.12606 1.12606
17 7 -7.5255523 0.0 -69.7366 13.5595 -160.75 387.643 -2573.84 387.426 -2663.27 0.0 387.426 -2663.27 -4.03074 -69.7366 -2349.6113 1.12606 1.12606
18 0 -6.2174325 0.0 -31.7131 13.9216 -144.708 387.643 -2573.84 389.827 -2687.78 0.0 389.827 -2687.78 -20.6777 -31.7131 -2350.344 17.2124 17.2124
18 1 -6.2174325 0.0 -31.7131 13.9216 -144.708 387.643 -2573.84 389.827 -2687.78 0.0 389.827 -2687.78 -20.6777 -31.7131 -2350.344 17.2124 17.2124
18 2 -6.2174325 0.0 -31.7131 13.9216 -144.708 387.643 -2573.84 389.827 -2687.78 0.0 389.827 -2687.78 -20.6777 -31.7131 -2350.344 17.2124 17.2124
18 3 -6.2185493 0.0 -31.1932 13.9162 -144.189 387.643 -2573.84 390.072 -2688.47 0.0 390.072 -2688.47 -20.6701 -31.1932 -2350.2612 18.2676 18.2676
18 4 -6.2185493 0.0 -31.1932 13.9162 -144.189 387.643 -2573.84 390.072 -2688.47 0.0 390.072 -2688.47 -20.6701 -31.1932 -2350.2612 18.2676 18.2676
18 5 -6.2185493 0.0 -31.1932 13.9162 -144.189 387.643 -2573.84 390.072 -2688.47 0.0 390.072 -2688.47 -20.6701 -31.1932 -2350.2612 18.2676 18.2676
18 6 -6.2504888 0.0 -33.1558 13.9326 -144.492 387.643 -2573.84 389.68 -2685.63 0.0 389.68 -2685.63 -20.0014 -33.1558 -2349.1072 16.702 16.702
18 7 -6.2504888 0.0 -33.1558 13.9326 -144.492 387.643 -2573.84 389.68 -2685.63 0.0 389.68 -2685.63 -20.0014 -33.1558 -2349.1072 16.702 16.702
19 0 -8.9892025 0.0 -93.0478 13.8031 -157.046 387.643 -2573.84 388.298 -2648.42 0.0 388.298 -2648.42 2.86884 -93.0478 -2350.3008 8.83938 8.83938
19 1 -8.9892025 0.0 -93.0478 13.8031 -157.046 387.643 -2573.84 388.298 -2648.42 0.0 388.298 -2648.42 2.86884 -93.0478 -2350.3008 8.83938 8.83938
19 2 -8.9892025 0.0 -93.0478 13.8031 -157.046 387.643 -2573.84 388.298 -2648.42 0.0 388.298 -2648.42 2.86884 -93.0478 -2350.3008 8.83938 8.83938
19 3 -8.9892025 0.0 -93.0478 13.8031 -157.046 387.643 -2573.84 388.298 -2648.42 0.0 388.298 -2648.42 2.86884 -93.0478 -2350.3008 8.83938 8.83938
19 4 -8.987944 0.0 -93.3898 13.7401 -156.838 387.643 -2573.84 388.285 -2647.74 0.0 388.285 -2647.74 2.95138 -93.3898 -2349.8936 9.09284 9.09284
19 5 -8.926182 0.0 -91.9003 13.8618 -157.923 387.643 -2573.84 388.395 -2650.1 0.0 388.395 -2650.1 5.51766 -91.9003 -2348.0876 12.241 12.241
19 6 -8.926182 0.0 -91.9003 13.8618 -157.923 387.643 -2573.84 388.395 -2650.1 0.0 388.395 -2650.1 5.51766 -91.9003 -2348.0876 12.241 12.241
19 7 -8.926182 0.0 -91.9003 13.8618 -157.923 387.643 -2573.84 388.395 -2650.1 0.0 388.395 -2650.1 5.51766 -91.9003 -2348.0876 12.241 12.241
20 0 -4.487488 0.0 9.48805 13.7674 -167.098 387.643 -2573.84 390.404 -2746.72 0.0 390.404 -2746.72 -3.44279 9.48805 -2350.2708 14.7272 14.7272
20 1 -4.487488 0.0 9.48805 13.7674 -167.098 387.643 -2573.84 390.404 -2746.72 0.0 390.404 -2746.72 -3.44279 9.48805 -2350.2708 14.7272 14.7272
20 2 -4.487488 0.0 9.48805 13.7674 -167.098 387.643 -2573.84 390.404 -2746.72 0.0 390.404 -2746.72 -3.44279 9.48805 -2350.2708 14.7272 14.7272
20 3 -3.9111307 0.0 20.7213 13.7163 -170.086 387.643 -2573.84 390.072 -2757.22 0.0 390.072 -2757.22 -0.983964 20.7213 -2347.4106 13.9562 13.9562
20 4 -3.9111307 0.0 20.7213 13.7163 -170.086 387.643 -2573.84 390.072 -2757.22 0.0 390.072 -2757.22 -0.983964 20.7213 -2347.4106 13.9562 13.9562
20 5 -3.4651432 0.0 26.1448 13.6951 -168.245 387.643 -2573.84 389.834 -2756.14 0.0 389.834 -2756.14 -3.67106 26.1448 -2343.8323 13.7028 13.7028
20 6 -3.4651432 0.0 26.1448 13.6951 -168.245 387.643 -2573.84 389.834 -2756.14 0.0 389.834 -2756.14 -3.67106 26.1448 -2343.8323 13.7028 13.7028
20 7 -3.4651432 0.0 26.1448 13.6951 -168.245 387.643 -2573.84 389.834 -2756.14 0.0 389.834 -2756.14 -3.67106 26.1448 -2343.8323 13.7028 13.7028
21 0 -6.2163105 0.0 -40.176 13.7114 -159.146 387.643 -2573.84 386.668 -2684.56 0.0 386.668 -2684.56 -10.2395 -40.176 -2348.3076 -1.44869 -1.44869
21 1 -6.2163105 0.0 -40.176 13.7114 -159.146 387.643 -2573.84 386.668 -2684.56 0.0 386.668 -2684.56 -10.2395 -40.176 -2348.3076 -1.44869 -1.44869
21 2 -6.248345 0.0 -41.9586 13.6755 -160.168 387.643 -2573.84 386.535 -2683.2 0.0 386.535 -2683.2 -9.05667 -41.9586 -2347.6804 -1.5655 -1.5655
21 3 -5.9743705 0.0 -37.9026 13.7284 -160.614 387.643 -2573.84 386.537 -2685.36 0.0 386.537 -2685.36 -8.47751 -37.9026 -2345.2031 -0.752492 -0.752492
21 4 -5.9743705 0.0 -37.9026 13.7284 -160.614 387.643 -2573.84 386.537 -2685.36 0.0 386.537 -2685.36 -8.47751 -37.9026 -2345.2031 -0.752492 -0.752492
21 5 -5.9743705 0.0 -37.9026 13.7284 -160.614 387.643 -2573.84 386.537 -2685.36 0.0 386.537 -2685.36 -8.47751 -37.9026 -2345.2031 -0.752492 -0.752492
21 6 -5.9743705 0.0 -37.9026 13.7284 -160.614 387.643 -2573.84 386.537 -2685.36 0.0 386.537 -2685.36 -8.47751 -37.9026 -2345.2031 -0.752492 -0.752492
21 7 -5.9743705 0.0 -37.9026 13.7284 -160.614 387.643 -2573.84 386.537 -2685.36 0.0 386.537 -2685.36 -8.47751 -37.9026 -2345.2031 -0.752492 -0.752492
22 0 -6.5766244 0.0 -65.3004 13.7122 -157.51 387.643 -2573.84 385.973 -2648.9 0.0 385.973 -2648.9 -18.83 -65.3004 -2347.0574 -7.51855 -7.51855
22 1 -6.621225 0.0 -66.7659 13.6541 -158.7 387.643 -2573.84 385.751 -2648.3 0.0 385.751 -2648.3 -16.0443 -66.7659 -2345.3594 -7.44778 -7.44778
22 2 -6.621225 0.0 -66.7659 13.6541 -158.7 387.643 -2573.84 385.751 -2648.3 0.0 385.751 -2648.3 -16.0443 -66.7659 -2345.3594 -7.44778 -7.44778
22 3 -6.621225 0.0 -66.7659 13.6541 -158.7 387.643 -2573.84 385.751 -2648.3 0.0 385.751 -2648.3 -16.0443 -66.7659 -2345.3594 -7.44778 -7.44778
22 4 -6.621225 0.0 -66.7659 13.6541 -158.7 387.643 -2573.84 385.751 -2648.3 0.0 385.751 -2648.3 -16.0443 -66.7659 -2345.3594 -7.44778 -7.44778
22 5 -6.621225 0.0 -66.7659 13.6541 -158.7 387.643 -2573.84 385.751 -2648.3 0.0 385.751 -2648.3 -16.0443 -66.7659 -2345.3594 -7.44778 -7.44778
22 6 -6.322146 0.0 -60.2522 13.7025 -160.29 387.643 -2573.84 385.85 -2655.15 0.0 385.85 -2655.15 -14.2481 -60.2522 -2343.8 -5.01556 -5.01556
22 7 -6.322146 0.0 -60.2522 13.7025 -160.29 387.643 -2573.84 385.85 -2655.15 0.0 385.85 -2655.15 -14.2481 -60.2522 -2343.8 -5.01556 -5.01556
23 0 -8.703184 0.0 -95.3136 13.9323 -156.463 387.643 -2573.84 386.751 -2637.07 0.0 386.751 -2637.07 -0.879827 -95.3136 -2346.5125 4.63752 4.63752
23 1 -8.703184 0.0 -95.3136 13.9323 -156.463 387.643 -2573.84 386.751 -2637.07 0.0 386.751 -2637.07 -0.879827 -95.3136 -2346.5125 4.63752 4.63752
23 2 -8.703184 0.0 -95.3136 13.9323 -156.463 387.643 -2573.84 386.751 -2637.07 0.0 386.751 -2637.07 -0.879827 -95.3136 -2346.5125 4.63752 4.63752
23 3 -8.798908 0.0 -98.1409 13.97 -153.993 387.643 -2573.84 386.715 -2631.68 0.0 386.715 -2631.68 -2.39786 -98.1409 -2345.5037 4.59846 4.59846
23 4 -8.792664 0.0 -97.9989 13.9628 -154.123 387.643 -2573.84 386.69 -2631.9 0.0 386.69 -2631.9 -2.09175 -97.9989 -2345.3005 4.61434 4.61434
23 5 -8.792664 0.0 -97.9989 13.9628 -154.123 387.643 -2573.84 386.69 -2631.9 0.0 386.69 -2631.9 -2.09175 -97.9989 -2345.3005 4.61434 4.61434
23 6 -8.792664 0.0 -97.9989 13.9628 -154.123 387.643 -2573.84 386.69 -2631.9 0.0 386.69 -2631.9 -2.09175 -97.9989 -2345.3005 4.61434 4.61434
23 7 -8.792664 0.0 -97.9989 13.9628 -154.123 387.643 -2573.84 386.69 -2631.9 0.0 386.69 -2631.9 -2.09175 -97.9989 -2345.3005 4.61434 4.61434
24 0 -7.939915 0.0 -90.2383 13.8541 -170.276 387.643 -2573.84 384.896 -2643.51 0.0 384.896 -2643.51 4.1895 -90.2383 -2344.6628 -7.08403 -7.08403
24 1 -7.939915 0.0 -90.2383 13.8541 -170.276 387.643 -2573.84 384.896 -2643.51 0.0 384.896 -2643.51 4.1895 -90.2383 -2344.6628 -7.08403 -7.08403
24 2 -7.939915 0.0 -90.2383 13.8541 -170.276 387.643 -2573.84 384.896 -2643.51 0.0 384.896 -2643.51 4.1895 -90.2383 -2344.6628 -7.08403 -7.08403
24 3 -7.939915 0.0 -90.2383 13.8541 -170.276 387.643 -2573.84 384.896 -2643.51 0.0 384.896 -2643.51 4.1895 -90.2383 -2344.6628 -7.08403 -7.08403
24 4 -7.5296645 0.0 -84.7985 13.9386 -170.722 387.643 -2573.84 384.941 -2645.6 0.0 384.941 -2645.6 3.23246 -84.7985 -2342.225 -6.40816 -6.40816
24 5 -7.5296645 0.0 -84.7985 13.9386 -170.722 387.643 -2573.84 384.941 -2645.6 0.0 384.941 -2645.6 3.23246 -84.7985 -2342.225 -6.40816 -6.40816
24 6 -7.5296645 0.0 -84.7985 13.9386 -170.722 387.643 -2573.84 384.941 -2645.6 0.0 384.941 -2645.6 3.23246 -84.7985 -2342.225 -6.40816 -6.40816
24 7 -7.4951267 0.0 -83.9672 14.0022 -170.949 387.643 -2573.84 385.032 -2646.59 0.0 385.032 -2646.59 3.59836 -83.9672 -2341.927 -5.9047 -5.9047
25 0 -6.401771 0.0 -51.0266 13.7962 -150.59 387.643 -2573.84 388.621 -2665.15 0.0 388.621 -2665.15 -16.3334 -51.0266 -2343.889 5.27968 5.27968
25 1 -6.401771 0.0 -51.0266 13.7962 -150.59 387.643 -2573.84 388.621 -2665.15 0.0 388.621 -2665.15 -16.3334 -51.0266 -2343.889 5.27968 5.27968
25 2 -6.370845 0.0 -51.6453 13.7587 -150.138 387.643 -2573.84 388.476 -2663.07 0.0 388.476 -2663.07 -16.2097 -51.6453 -2342.449 6.21952 6.21952
25 3 -6.370845 0.0 -51.6453 13.7587 -150.138 387.643 -2573.84 388.476 -2663.07 0.0 388.476 -2663.07 -16.2097 -51.6453 -2342.449 6.21952 6.21952
25 4 -6.5011477 0.0 -53.2602 13.7086 -151.086 387.643 -2573.84 388.49 -2663.75 0.0 388.49 -2663.75 -13.8814 -53.2602 -2342.4016 6.87431 6.87431
25 5 -6.5011477 0.0 -53.2602 13.7086 -151.086 387.643 -2573.84 388.49 -2663.75 0.0 388.49 -2663.75 -13.8814 -53.2602 -2342.4016 6.87431 6.87431
25 6 -6.5011477 0.0 -53.2602 13.7086 -151.086 387.643 -2573.84 388.49 -2663.75 0.0 388.49 -2663.75 -13.8814 -53.2602 -2342.4016 6.87431 6.87431
25 7 -6.5011477 0.0 -53.2602 13.7086 -151.086 387.643 -2573.84 388.49 -2663.75 0.0 388.49 -2663.75 -13.8814 -53.2602 -2342.4016 6.87431 6.87431
26 0 -7.871383 0.0 -70.3834 13.5572 -147.945 387.643 -2573.84 389.173 -2657.82 0.0 389.173 -2657.82 -4.19785 -70.3834 -2343.2283 10.6999 10.6999
26 1 -7.871383 0.0 -70.3834 13.5572 -147.945 387.643 -2573.84 389.173 -2657.82 0.0 389.173 -2657.82 -4.19785 -70.3834 -2343.2283 10.6999 10.6999
26 2 -7.871383 0.0 -70.3834 13.5572 -147.945 387.643 -2573.84 389.173 -2657.82 0.0 389.173 -2657.82 -4.19785 -70.3834 -2343.2283 10.6999 10.6999
26 3 -7.9105573 0.0 -71.3661 13.5553 -147.686 387.643 -2573.84 389.118 -2656.6 0.0 389.118 -2656.6 -4.31692 -71.3661 -2343.1653 10.6591 10.6591
26 4 -7.831486 0.0 -70.9901 13.5911 -147.192 387.643 -2573.84 389.325 -2655.66 0.0 389.325 -2655.66 -4.75987 -70.9901 -2342.085 11.4007 11.4007
26 5 -7.831486 0.0 -70.9901 13.5911 -147.192 387.643 -2573.84 389.325 -2655.66 0.0 389.325 -2655.66 -4.75987 -70.9901 -2342.085 11.4007 11.4007
26 6 -7.831486 0.0 -70.9901 13.5911 -147.192 387.643 -2573.84 389.325 -2655.66 0.0 389.325 -2655.66 -4.75987 -70.9901 -2342.085 11.4007 11.4007
26 7 -7.831486 0.0 -70.9901 13.5911 -147.192 387.643 -2573.84 389.325 -2655.66 0.0 389.325 -2655.66 -4.75987 -70.9901 -2342.085 11.4007 11.4007
27 0 -10.565822 0.0 -139.459 14.2539 -169.663 387.643 -2573.84 386.906 -2612.21 0.0 386.906 -2612.21 21.5638 -139.459 -2343.1992 11.7332 11.7332
27 1 -10.565822 0.0 -139.459 14.2539 -169.663 387.643 -2573.84 386.906 -2612.21 0.0 386.906 -2612.21 21.5638 -139.459 -2343.1992 11.7332 11.7332
27 2 -10.465798 0.0 -139.918 14.2454 -171.384 387.643 -2573.84 386.977 -2611.71 0.0 386.977 -2611.71 23.4568 -139.918 -2341.194 12.6233 12.6233
27 3 -10.43051 0.0 -138.898 14.2433 -170.432 387.643 -2573.84 386.795 -2611.48 0.0 386.795 -2611.48 22.48 -138.898 -2341.103 12.4085 12.4085
27 4 -10.43051 0.0 -138.898 14.2433 -170.432 387.643 -2573.84 386.795 -2611.48 0.0 386.795 -2611.48 22.48 -138.898 -2341.103 12.4085 12.4085
27 5 -10.43051 0.0 -138.898 14.2433 -170.432 387.643 -2573.84 386.795 -2611.48 0.0 386.795 -2611.48 22.48 -138.898 -2341.103 12.4085 12.4085
27 6 -10.43051 0.0 -138.898 14.2433 -170.432 387.643 -2573.84 386.795 -2611.48 0.0 386.795 -2611.48 22.48 -138.898 -2341.103 12.4085 12.4085
27 7 -10.43051 0.0 -138.898 14.2433 -170.432 387.643 -2573.84 386.795 -2611.48 0.0 386.795 -2611.48 22.48 -138.898 -2341.103 12.4085 12.4085
28 0 -8.008306 0.0 -90.6858 13.4866 -153.467 387.643 -2573.84 388.354 -2633.04 0.0 388.354 -2633.04 -6.6874 -90.6858 -2342.0593 8.63019 8.63019
28 1 -8.008306 0.0 -90.6858 13.4866 -153.467 387.643 -2573.84 388.354 -2633.04 0.0 388.354 -2633.04 -6.6874 -90.6858 -2342.0593 8.63019 8.63019
28 2 -7.720694 0.0 -83.6491 13.6878 -156.681 387.643 -2573.84 388.289 -2642.02 0.0 388.289 -2642.02 -2.933 -83.6491 -2340.313 12.1472 12.1472
28 3 -7.720694 0.0 -83.6491 13.6878 -156.681 387.643 -2573.84 388.289 -2642.02 0.0 388.289 -2642.02 -2.933 -83.6491 -2340.313 12.1472 12.1472
28 4 -7.5256896 0.0 -81.5468 13.7699 -157.661 387.643 -2573.84 388.149 -2642.72 0.0 388.149 -2642.72 0.20672 -81.5468 -2335.9111 14.2304 14.2304
28 5 -7.5256896 0.0 -81.5468 13.7699 -157.661 387.643 -2573.84 388.149 -2642.72 0.0 388.149 -2642.72 0.20672 -81.5468 -2335.9111 14.2304 14.2304
28 6 -7.5256896 0.0 -81.5468 13.7699 -157.661 387.643 -2573.84 388.149 -2642.72 0.0 388.149 -2642.72 0.20672 -81.5468 -2335.9111 14.2304 14.2304
28 7 -7.5256896 0.0 -81.5468 13.7699 -157.661 387.643 -2573.84 388.149 -2642.72 0.0 388.149 -2642.72 0.20672 -81.5468 -2335.9111 14.2304 14.2304
29 0 -3.9035711 0.0 15.0517 13.5603 -150.472 387.643 -2573.84 388.843 -2727.06 0.0 388.843 -2727.06 -16.1826 15.0517 -2339.348 5.12664 5.12664
29 1 -3.9035711 0.0 15.0517 13.5603 -150.472 387.643 -2573.84 388.843 -2727.06 0.0 388.843 -2727.06 -16.1826 15.0517 -2339.348 5.12664 5.12664
29 2 -3.9319994 0.0 12.373 13.572 -149.504 387.643 -2573.84 388.605 -2722.03 0.0 388.605 -2722.03 -14.4951 12.373 -2335.547 4.52316 4.52316
29 3 -3.9319994 0.0 12.373 13.572 -149.504 387.643 -2573.84 388.605 -2722.03 0.0 388.605 -2722.03 -14.4951 12.373 -2335.547 4.52316 4.52316
29 4 -3.9319994 0.0 12.373 13.572 -149.504 387.643 -2573.84 388.605 -2722.03 0.0 388.605 -2722.03 -14.4951 12.373 -2335.547 4.52316 4.52316
29 5 -3.9319994 0.0 12.373 13.572 -149.504 387.643 -2573.84 388.605 -2722.03 0.0 388.605 -2722.03 -14.4951 12.373 -2335.547 4.52316 4.52316
29 6 -3.8949687 0.0 12.6299 13.5645 -149.585 387.643 -2573.84 388.589 -2721.89 0.0 388.589 -2721.89 -14.5184 12.6299 -2335.1895 4.45492 4.45492
29 7 -3.8949687 0.0 12.6299 13.5645 -149.585 387.643 -2573.84 388.589 -2721.89 0.0 388.589 -2721.89 -14.5184 12.6299 -2335.1895 4.45492 4.45492
30 0 -6.6006784 0.0 -65.8322 13.6667 -165.506 387.643 -2573.84 390.458 -2663.47 0.0 390.458 -2663.47 0.875904 -65.8322 -2337.9683 16.8552 16.8552
30 1 -6.6006784 0.0 -65.8322 13.6667 -165.506 387.643 -2573.84 390.458 -2663.47 0.0 390.458 -2663.47 0.875904 -65.8322 -2337.9683 16.8552 16.8552
30 2 -6.6006784 0.0 -65.8322 13.6667 -165.506 387.643 -2573.84 390.458 -2663.47 0.0 390.458 -2663.47 0.875904 -65.8322 -2337.9683 16.8552 16.8552
30 3 -6.4996853 0.0 -63.9336 13.6689 -166.989 387.643 -2573.84 390.546 -2666.37 0.0 390.546 -2666.37 2.33187 -63.9336 -2337.426 17.5698 17.5698
30 4 -6.4996853 0.0 -63.9336 13.6689 -166.989 387.643 -2573.84 390.546 -2666.37 0.0 390.546 -2666.37 2.33187 -63.9336 -2337.426 17.5698 17.5698
30 5 -6.4996853 0.0 -63.9336 13.6689 -166.989 387.643 -2573.84 390.546 -2666.37 0.0 390.546 -2666.37 2.33187 -63.9336 -2337.426 17.5698 17.5698
30 6 -6.4996853 0.0 -63.9336 13.6689 -166.989 387.643 -2573.84 390.546 -2666.37 0.0 390.546 -2666.37 2.33187 -63.9336 -2337.426 17.5698 17.5698
30 7 -6.5729403 0.0 -66.5195 13.6905 -165.034 387.643 -2573.84 390.241 -2661.11 0.0 390.241 -2661.11 0.992013 -66.5195 -2336.3967 16.6175 16.6175
